Title,Available Globally?,Release Date,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description
Collision Course (2022),No,,100000,72876.0,5.7,"['Animation', 'Adventure', 'Comedy']","meteorite,outer space,unidentified flying object,ice age,prehistoric times","When Scrat&apos;s acorn sends an asteroid to Earth, the Herd must find a way to stop the asteroid from hitting Earth with the help of a returning friend."
Colonel Chabert // Le Colonel Chabert,No,,100000,2053.0,6.9,"['Drama', 'History', 'Romance']","year 1807,title same as book,war aftermath,battlefield,looking at the audience",
Colossal (2016),No,,100000,68212.0,6.2,"['Comedy', 'Drama', 'Fantasy']","destroying property,drinking,moral dilemma,narcissist,female alcoholic","Gloria is an out-of-work party girl forced to leave her life in New York City and move back home. When reports surface that a giant creature is destroying Seoul, she gradually comes to the realization that she is somehow connected..."
Combat Girls // Kriegerin,No,,100000,5575.0,6.7,['Drama'],"skinhead,ideology,anti semitism,male nudity,male frontal nudity",Marisa hates foreigners; she finds them guilty of the decline of her country. But her convictions will slowly evolve when she accidentally meets a young Afghan refugee.
Come As You Are (2019),No,,100000,4136.0,7.0,"['Comedy', 'Drama']","group of friends,sexual frustration,nurse,remake,american remake",Three young men with disabilities hit the road with a jaded nurse driver to a brothel in Montreal catering to people with special needs. Remake of the acclaimed Belgian film &apos;Hasta La Vista&apos;.
Comedy Central Roast of AKA,No,,100000,,,"['Short', 'Comedy']",,
Comidark Films: Collection 2 // Karakomik Filmler: Koleksiyon 2,No,,100000,1118.0,8.1,"['Animation', 'Adventure', 'Comedy']","pixar,shorts collection,compilation",A collection of many Pixar shorts.
Coming Soon // โปรแกรมหน้า วิญญาณอาฆาต,No,,100000,1814.0,4.5,"['Comedy', 'Romance']","sex scene,prep school,ecstasy the drug,marijuana,dysfunctional family","The trials and tribulations of wealthy young Manhattanites and their sexual coming of age, a romantic comedy set at an Upper East Side preparatory school."
Commandos (1968),No,,100000,1032.0,5.4,"['Action', 'Drama', 'War']","reference to goethe,woman wears a bra and panties,world war two in africa,hot weather,dust","During World War II, an Italian-American commando outfit disguised as an Italian Army unit is parachuted behind Axis lines in North Africa."
Comme des frères,No,,100000,1003.0,6.4,['Comedy'],,"Since Charlie is no longer there, the lives of Boris, Elie, and Maxime have been torn apart. These three men, who have nothing in common, all shared one thing: their love for Charlie. One loved her like a sister, one loved her lik..."
Como Hackear Seu Chefe,No,,100000,136.0,6.0,['Comedy'],,"Victor accidentally sends a compromising email to his nagging boss. With the help of his office crush and a clueless friend, he&apos;ll try to save his job while having to deal with a rook hacker the porn industry, a children&apos;s online ..."
Como Nossos Pais,No,,100000,2218.0,7.2,['Drama'],"family relationships,infidelity,adultery,sex scene,triple f rated","When Rosa&apos;s mother makes a surprising disclosure to her one day, Rosa decides to break out of her usual obligations. In so doing she discovers that life holds many surprises in store for her."
Compartment No. 6 // Купе № 6,No,,100000,14624.0,7.2,"['Drama', 'Romance']","train,train compartment,snow,vodka,murmansk russia","As a train weaves its way up to the arctic circle, two strangers share a journey that will change their perspective on life."
Compromessi sposi,No,,100000,339.0,4.8,['Comedy'],,"A fashion blogger from Gaeta, daughter of an improvised politician, and a singer-songwriter from Bergamo from a Northern League family, both in their twenties, fall in love and decide to get married. Relatives try to prevent the w..."
Comunero Rebellion // Comuneros,No,,100000,,,,,
Confession // 좋은 친구들,No,,100000,99.0,6.5,,woman,"An up-and-coming district attorney takes on the case of a young woman who has accused three men of sexual assault. She puts her career on the line in order to uncover a deeper web of mystery, murder and deception."
Confession // 좋은 친구들,No,,100000,100.0,6.5,,woman,"An up-and-coming district attorney takes on the case of a young woman who has accused three men of sexual assault. She puts her career on the line in order to uncover a deeper web of mystery, murder and deception."
Confession of Murder // 내가 살인범이다,No,,100000,11474.0,7.0,"['Action', 'Crime', 'Thriller']","south korea,detective,serial killer,investigation",
Conscience // Vicdan,No,,100000,1306.0,5.3,['Drama'],"married,love,blood,sex scene,moaning","Aydanur, who works at the factory, has a forbidden love with Mahmut, who married his childhood friend. Hearing this relationship leads to great tragedy."
Containment (2015),No,,100000,3367.0,4.9,"['Horror', 'Sci-Fi', 'Thriller']","low budget sci fi movie,hazmat suit,pandemic,apocalypse",
Convict // Git,No,,100000,1713.0,5.4,"['Action', 'Crime', 'Drama']","one word title,bare chested male,barefoot male,rear nudity,humiliation","Sent to prison because of manslaughter, Ray is challenged both physically and mentally by a sadistic prison boss."
Cool Gel Attacks // กระดึ๊บ,No,,100000,136.0,5.3,"['Comedy', 'Fantasy', 'Horror']","feuding neighbors,dog,lesbian romance,teen romance,alien invasion",Two feuding neighbors have to put their differences aside to battle an invasion of alien parasites.
Cop Out (2010),No,,100000,89907.0,5.5,"['Action', 'Comedy', 'Crime']","united states of america,weapon,death,car,ford",
Copenhagen,No,,100000,13763.0,7.0,"['Adventure', 'Drama', 'Romance']","canadian abroad,danish culture,copenhagen denmark,14 year old,lying about age","When the girl of your dreams is half your age, it&apos;s time to grow up."
"Coronavirus, Explained: Limited Series",Yes,2020-04-26,100000,,,,,
Corridor,No,,100000,771.0,6.5,"['Drama', 'Mystery']","wax museum,british noir,murder,wax figure,recurring nightmare",A man falls in love with a beautiful young woman and begins to suspect that he may have also loved her in a previous life.
Corsica: Mountains in the Sea,No,,100000,146646.0,6.9,"['Action', 'Adventure', 'Biography']","starvation,ship,survival,boat,disaster at sea","A recounting of a New England whaling ship&apos;s sinking by a giant whale in 1820, an experience that later inspired the great novel Moby-Dick."
Cossacks. An Absolutely Phoney Story: Season 1 // Козаки. Абсолютно брехлива історія: Сезон 1,No,,100000,226.0,7.8,"['Action', 'Adventure']",,"Ivan a young Ukrainian peasant robs the Moscow Tsar of precious jewels. He also accidentally steals a magical heirloom, now in the hands of the Sich leader, Koshovy, in his Ukrainian Cossack Fortress. An &apos;ALADIN&apos; style action adve..."
"Costa Brava, Lebanon // كوستا برافا، لبنان",No,,100000,929.0,6.7,['Drama'],"house,title directed by female,written by director,f rated,triple f rated","A couple decide to leave the toxic pollution of their home city of Beirut, hoping to build a utopian existence in a pristine home in the mountains."
Costa!: Season 1,No,,100000,,,,,
Costa!: Season 2,No,,100000,23.0,8.2,"['Comedy', 'Drama', 'Musical']",,
Costa!: Season 3,No,,100000,155.0,6.4,['Documentary'],,"This video feature shows highlights from the first season on the Survivor television show. Each castaway is featured in the order they were voted off, starting with clips from their auditions to the time they give their final rema..."
Cosy Dens // Pelíšky,No,,100000,5940.0,8.1,"['Comedy', 'Drama']","christmas,holding one&apos;s breath underwater,holding one&apos;s breath,year 1968,death",
Couple of Days,No,,100000,27.0,7.0,['Drama'],,"Three couples, each in different phases of romance, head to Ibadan for a fun and frisky holiday. But secrets soon spill, causing trouble in paradise."
Coward Love // Los amores cobardes,No,,100000,333.0,5.7,"['Drama', 'Romance']","triple f rated,f rated,female protagonist,malaga spain,cartoonist","Eva is a young and independent cartoonist who returns to Málaga (Spain) to spend the summer holidays. There she meets her mother and Gema, her best friend. What she does not expect is to meet again with Rubén, her old boyfriend, w..."
Crackerjack (2002),No,,100000,3097.0,6.7,"['Comedy', 'Sport']","australian,sports satire,satire,social satire,metaphoric title","When dwindling membership and increasing overheads makes a local bowling club and prime candidate for a takeover, it&apos;s all hands on deck to save the club, in what turns into an epic battle where young meets old, greed meets good a..."
Craig Ferguson: Tickle Fight,Yes,2017-12-05,100000,1058.0,6.6,['Comedy'],"stand up comedy,tv special,stand up comedy special",
Crazy Crying Lady // คุณนายโฮ Crazy Crying Lady,No,,100000,98.0,4.9,['Comedy'],,
Crazy Wedding // Скажене весілля,No,,100000,829.0,6.1,['Comedy'],remade,"When Vasul Seredyuk, head of the local museum, sent his daughter Katya to a French university, he never expected her to inform him that she is marrying French heart surgeon François, but now he&apos;s spreading the proud statement thro..."
Crazy Wedding 2 // Скажене весілля 2,No,,100000,829.0,6.1,['Comedy'],remade,"When Vasul Seredyuk, head of the local museum, sent his daughter Katya to a French university, he never expected her to inform him that she is marrying French heart surgeon François, but now he&apos;s spreading the proud statement thro..."
Cream // Hab,No,,100000,111.0,5.7,['Drama'],school,
Creating an Army of the Dead,Yes,2021-05-21,100000,19.0,6.6,"['Documentary', 'Short']",zombie,"Zack Snyder and his Army of the Dead team dive into the film&apos;s wild stunts, groundbreaking effects and the evolution of the zombie genre."
Creating The Queen's Gambit,Yes,2021-01-08,100000,12.0,4.4,"['Short', 'Drama']","chess,teenager","It&apos;s 1940&apos;s Australia and siblings Maggie and Charles must endure taunts of newly enlisted teenagers, grapple with the fact that neither of them can fight in the war and resort to chess in order to pass the time."
Creator's File: GOLD: Season 1 // クリエイターズ・ファイル GOLD: シーズン1,No,2021-06-03,100000,,,,,
Creepy // クリーピー 偽りの隣人,No,,100000,5869.0,6.4,"['Crime', 'Drama', 'Horror']","unsolved mystery,odd neighbor,school uniform,unsolved murder,sailor uniform","Takakura is a former detective. He receives a request from his ex-colleague, Nogami, to examine a missing family case that occurred six years earlier. Takakura follows Saki&apos;s memory. She is the only surviving family member from th..."
Crime at Porta Romana // Delitto A Porta Romana,No,,100000,405.0,6.1,"['Comedy', 'Crime']","italian police,police,murder,nico giraldi,rome italy",A police inspector is called to Milan to investigate a murder case since he grew up in the same ghetto as the suspect.
Crime Solving Special Squad // 범죄해결 특수반,No,,100000,,,"['Documentary', 'Crime']","british police,elite team,criminal gang,police officer,task force","Documentary series looking at the work of the super-specialist, elite police teams across the UK that are assembled to make a breakthrough in investigations where regular police work has hit a brick wall."
Cristela Alonzo: Lower Classy,Yes,2017-01-24,100000,980.0,6.7,['Comedy'],"stand up special,stand up comedy special,stand up comedy,tv special",She&apos;s no stranger to breaking glass ceilings. She&apos;s also not opposed to cleaning them.
Critical Eleven,No,,100000,690.0,7.1,"['Drama', 'Romance']","flight,love,city,life,parent",A happily married couple embarks on a journey in an effort to overcome a tragic loss - and rekindles their love for each other.
Cross the Line,No,,100000,3445.0,6.2,"['Drama', 'Thriller']","catalonia,city,night,travel agency,dead father",A good-natured man has an unexpected deadly confrontation. Instincts kick in to clean up the mess caused in the name of self-defense but does one really get away free after killing someone?
Crossroads: One Two Jaga // One Two Jaga,No,2018-12-01,100000,692.0,6.5,"['Action', 'Crime', 'Drama']",money,"In the outskirts and back-alleys of Kuala Lumpur, several individuals with money problems struggle to get their lives straight, finding their paths unexpectedly intersecting - with fatal results."
